option_idx,K,T,Vpi,price,vega,iv_initial,delta_bid,delta_ask,delta_bid_over_price,iv_bid_over_iv0
0,8,1,1e+07,2.05629,0.412252,0.162427,0.00272889,-0.00249007,0.00132709,0.98772
1,8,1.5,1e+07,2.10839,0.466047,0.158853,0.00318548,-0.00281293,0.00151085,0.991047
2,8,2,1e+07,2.1619,0.473691,0.156554,0.00324981,-0.00286375,0.00150322,0.993098
3,8,3,1e+07,2.26692,0.455707,0.153904,0.00309825,-0.00274599,0.00136672,0.995327
4,9,1,1e+07,1.21607,0.909136,0.154678,0.00678437,-0.00567423,0.00557892,0.985291
5,9,1.5,1e+07,1.31708,0.833947,0.152782,0.0061858,-0.00524205,0.00469662,0.989704
6,9,2,1e+07,1.40697,0.7578,0.151696,0.00557616,-0.0047247,0.00396323,0.9922
7,9,3,1e+07,1.56406,0.645607,0.150509,0.00466948,-0.00400128,0.00298549,0.994819
8,10,1,1e+07,0.584842,1.24739,0.14673,0.00945041,-0.00747825,0.0161589,0.983813
9,10,1.5,1e+07,0.716429,1.05649,0.146826,0.00795012,-0.0064986,0.0110969,0.988874
10,10,2,1e+07,0.827685,0.921681,0.146968,0.00688396,-0.00571584,0.00831713,0.991653
11,10,3,1e+07,1.01428,0.752216,0.147184,0.0055313,-0.00468513,0.00545345,0.994517
12,11,1,1e+07,0.216056,1.054,0.139893,0.00793044,-0.00555097,0.0367056,0.982801
13,11,1.5,1e+07,0.331841,0.967756,0.141548,0.00724914,-0.00558044,0.0218452,0.988312
14,11,2,1e+07,0.435851,0.878186,0.142685,0.00653834,-0.00528301,0.0150013,0.99129
15,11,3,1e+07,0.617345,0.74383,0.144084,0.00546387,-0.00456703,0.0088506,0.994325
16,12,1,1e+07,0.0580433,0.553724,0.133691,0.0039165,-0.00212146,0.0674755,0.982694
17,12,1.5,1e+07,0.128299,0.656386,0.136693,0.00475712,-0.00344805,0.0370785,0.98811
18,12,2,1e+07,0.203702,0.673174,0.138682,0.00489338,-0.0037958,0.0240223,0.991129
19,12,3,1e+07,0.352176,0.639898,0.14112,0.00462301,-0.00384017,0.013127,0.994232
